
DECIMAL   	HEX       	DESCRIPTION
15335680  	0xEA0100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15337728  	0xEA0900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15339776  	0xEA1100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15341824  	0xEA1900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15343872  	0xEA2100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15345920  	0xEA2900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15347968  	0xEA3100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15350016  	0xEA3900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15352064  	0xEA4100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15354112  	0xEA4900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15356160  	0xEA5100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15358208  	0xEA5900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15360256  	0xEA6100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15362304  	0xEA6900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15364352  	0xEA7100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15366400  	0xEA7900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15368448  	0xEA8100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15370496  	0xEA8900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15372544  	0xEA9100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15374592  	0xEA9900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15376640  	0xEAA100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15378688  	0xEAA900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15380736  	0xEAB100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15382784  	0xEAB900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15384832  	0xEAC100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15386880  	0xEAC900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15388928  	0xEAD100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15390976  	0xEAD900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15393024  	0xEAE100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15395072  	0xEAE900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15397120  	0xEAF100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15399168  	0xEAF900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15401216  	0xEB0100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15403264  	0xEB0900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15405312  	0xEB1100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15407360  	0xEB1900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15409408  	0xEB2100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15411456  	0xEB2900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15413504  	0xEB3100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15415552  	0xEB3900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15417600  	0xEB4100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15419648  	0xEB4900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15421696  	0xEB5100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15423744  	0xEB5900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15425792  	0xEB6100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15427840  	0xEB6900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15429888  	0xEB7100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15431936  	0xEB7900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15433984  	0xEB8100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15436032  	0xEB8900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15438080  	0xEB9100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15440128  	0xEB9900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15442176  	0xEBA100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15444224  	0xEBA900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15446272  	0xEBB100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15448320  	0xEBB900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15450368  	0xEBC100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15452416  	0xEBC900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15454464  	0xEBD100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15456512  	0xEBD900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15458560  	0xEBE100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15460608  	0xEBE900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15462656  	0xEBF100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15464704  	0xEBF900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15466752  	0xEC0100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15468800  	0xEC0900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15470848  	0xEC1100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15472896  	0xEC1900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15474944  	0xEC2100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15476992  	0xEC2900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15479040  	0xEC3100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15481088  	0xEC3900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15483136  	0xEC4100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15485184  	0xEC4900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15487232  	0xEC5100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15489280  	0xEC5900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15491328  	0xEC6100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15493376  	0xEC6900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15495424  	0xEC7100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15497472  	0xEC7900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15499520  	0xEC8100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15501568  	0xEC8900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15503616  	0xEC9100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15505664  	0xEC9900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15507712  	0xECA100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15509760  	0xECA900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15511808  	0xECB100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15513856  	0xECB900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15515904  	0xECC100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15517952  	0xECC900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15520000  	0xECD100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15522048  	0xECD900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15524096  	0xECE100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15526144  	0xECE900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15528192  	0xECF100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15530240  	0xECF900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15532288  	0xED0100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15534336  	0xED0900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15536384  	0xED1100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15538432  	0xED1900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15540480  	0xED2100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15542528  	0xED2900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15544576  	0xED3100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15546624  	0xED3900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15548672  	0xED4100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15550720  	0xED4900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15552768  	0xED5100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15554816  	0xED5900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15556864  	0xED6100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15558912  	0xED6900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15560960  	0xED7100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15563008  	0xED7900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15565056  	0xED8100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15567104  	0xED8900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15569152  	0xED9100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15571200  	0xED9900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15573248  	0xEDA100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15575296  	0xEDA900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15577344  	0xEDB100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15579392  	0xEDB900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15581440  	0xEDC100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15583488  	0xEDC900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15585536  	0xEDD100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15587584  	0xEDD900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15589632  	0xEDE100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15591680  	0xEDE900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15593728  	0xEDF100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15595776  	0xEDF900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15597824  	0xEE0100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15599872  	0xEE0900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15601920  	0xEE1100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15603968  	0xEE1900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15606016  	0xEE2100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15608064  	0xEE2900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15610112  	0xEE3100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15612160  	0xEE3900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15614208  	0xEE4100  	PC bitmap, Windows 3.x format, 44 x 28 x 1
15616256  	0xEE4900  	PC bitmap, Windows 3.x format, 60 x 75 x 1
15618304  	0xEE5100  	PC bitmap, Windows 3.x format, 56 x 38 x 1
15620352  	0xEE5900  	PC bitmap, Windows 3.x format, 56 x 38 x 1
15622400  	0xEE6100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15624448  	0xEE6900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15626496  	0xEE7100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15628544  	0xEE7900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15630592  	0xEE8100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15632640  	0xEE8900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15634688  	0xEE9100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15636736  	0xEE9900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15638784  	0xEEA100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15640832  	0xEEA900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15642880  	0xEEB100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15644928  	0xEEB900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15646976  	0xEEC100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15649024  	0xEEC900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15651072  	0xEED100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15653120  	0xEED900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15655168  	0xEEE100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15657216  	0xEEE900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15659264  	0xEEF100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15661312  	0xEEF900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15663360  	0xEF0100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15665408  	0xEF0900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15667456  	0xEF1100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15669504  	0xEF1900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15671552  	0xEF2100  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15673600  	0xEF2900  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15675648  	0xEF3100  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15677696  	0xEF3900  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15679744  	0xEF4100  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15681792  	0xEF4900  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15683840  	0xEF5100  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15685888  	0xEF5900  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15687936  	0xEF6100  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15689984  	0xEF6900  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15692032  	0xEF7100  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15694080  	0xEF7900  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15696128  	0xEF8100  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15698176  	0xEF8900  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15700224  	0xEF9100  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15702272  	0xEF9900  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15704320  	0xEFA100  	PC bitmap, Windows 3.x format, 54 x 14 x 1
15706368  	0xEFA900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
15708416  	0xEFB100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15710464  	0xEFB900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15712512  	0xEFC100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15714560  	0xEFC900  	PC bitmap, Windows 3.x format, 44 x 28 x 1
15716608  	0xEFD100  	PC bitmap, Windows 3.x format, 60 x 75 x 1
15718656  	0xEFD900  	PC bitmap, Windows 3.x format, 58 x 31 x 1
15720704  	0xEFE100  	PC bitmap, Windows 3.x format, 60 x 75 x 1
15722752  	0xEFE900  	PC bitmap, Windows 3.x format, 60 x 75 x 1
15724800  	0xEFF100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15726848  	0xEFF900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15728896  	0xF00100  	PC bitmap, Windows 3.x format, 60 x 75 x 1
15730944  	0xF00900  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15732992  	0xF01100  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15735040  	0xF01900  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15737088  	0xF02100  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15739136  	0xF02900  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15741184  	0xF03100  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15743232  	0xF03900  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15745280  	0xF04100  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15747328  	0xF04900  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15749376  	0xF05100  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15751424  	0xF05900  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15753472  	0xF06100  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15755520  	0xF06900  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15757568  	0xF07100  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15759616  	0xF07900  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15761664  	0xF08100  	PC bitmap, Windows 3.x format, 60 x 75 x 1
15763712  	0xF08900  	PC bitmap, Windows 3.x format, 60 x 75 x 1
15765760  	0xF09100  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15767808  	0xF09900  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15769856  	0xF0A100  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15771904  	0xF0A900  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15773952  	0xF0B100  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15776000  	0xF0B900  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15778048  	0xF0C100  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15780096  	0xF0C900  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15782144  	0xF0D100  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15784192  	0xF0D900  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15786240  	0xF0E100  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15788288  	0xF0E900  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15790336  	0xF0F100  	PC bitmap, Windows 3.x format, 52 x 13 x 1
15792384  	0xF0F900  	PC bitmap, Windows 3.x format, 44 x 28 x 1
15794432  	0xF10100  	PC bitmap, Windows 3.x format, 44 x 28 x 1
15796480  	0xF10900  	PC bitmap, Windows 3.x format, 44 x 28 x 1
15798528  	0xF11100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15800576  	0xF11900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15802624  	0xF12100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15804672  	0xF12900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15806720  	0xF13100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15808768  	0xF13900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15810816  	0xF14100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15812864  	0xF14900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15814912  	0xF15100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15816960  	0xF15900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15819008  	0xF16100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15821056  	0xF16900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15823104  	0xF17100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15825152  	0xF17900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15827200  	0xF18100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15829248  	0xF18900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15831296  	0xF19100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15833344  	0xF19900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15835392  	0xF1A100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15837440  	0xF1A900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15839488  	0xF1B100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15841536  	0xF1B900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15843584  	0xF1C100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15845632  	0xF1C900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15847680  	0xF1D100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15849728  	0xF1D900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15851776  	0xF1E100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15853824  	0xF1E900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
15855872  	0xF1F100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15857920  	0xF1F900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15859968  	0xF20100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15862016  	0xF20900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15864064  	0xF21100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15866112  	0xF21900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15868160  	0xF22100  	PC bitmap, Windows 3.x format, 58 x 23 x 1
15870208  	0xF22900  	PC bitmap, Windows 3.x format, 58 x 23 x 1
15872256  	0xF23100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15874304  	0xF23900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15876352  	0xF24100  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15878400  	0xF24900  	PC bitmap, Windows 3.x format, 58 x 11 x 1
15880448  	0xF25100  	PC bitmap, Windows 3.x format, 56 x 38 x 1
15882496  	0xF25900  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15884544  	0xF26100  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15886592  	0xF26900  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15888640  	0xF27100  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15890688  	0xF27900  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15892736  	0xF28100  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15894784  	0xF28900  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15896832  	0xF29100  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15898880  	0xF29900  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15900928  	0xF2A100  	PC bitmap, Windows 3.x format, 54 x 7 x 1
15902976  	0xF2A900  	PC bitmap, Windows 3.x format, 44 x 28 x 1
15905024  	0xF2B100  	PC bitmap, Windows 3.x format, 54 x 14 x 1
15907072  	0xF2B900  	PC bitmap, Windows 3.x format, 54 x 14 x 1
15909120  	0xF2C100  	PC bitmap, Windows 3.x format, 54 x 14 x 1
15911168  	0xF2C900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15913216  	0xF2D100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15915264  	0xF2D900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15917312  	0xF2E100  	PC bitmap, Windows 3.x format, 52 x 24 x 1
15919360  	0xF2E900  	PC bitmap, Windows 3.x format, 52 x 24 x 1
22674744  	0x159FD38 	LZMA compressed data, properties: 0x5D, dictionary size: 524288 bytes, missing uncompressed size
22679194  	0x15A0E9A 	LZMA compressed data, properties: 0x5D, dictionary size: 524288 bytes, missing uncompressed size
22683568  	0x15A1FB0 	LZMA compressed data, properties: 0x5D, dictionary size: 524288 bytes, missing uncompressed size
22687498  	0x15A2F0A 	LZMA compressed data, properties: 0x5D, dictionary size: 524288 bytes, missing uncompressed size
22691472  	0x15A3E90 	LZMA compressed data, properties: 0x5D, dictionary size: 524288 bytes, missing uncompressed size
22695884  	0x15A4FCC 	LZMA compressed data, properties: 0x5D, dictionary size: 524288 bytes, missing uncompressed size
22699852  	0x15A5F4C 	LZMA compressed data, properties: 0x5D, dictionary size: 524288 bytes, missing uncompressed size
22704330  	0x15A70CA 	LZMA compressed data, properties: 0x5D, dictionary size: 524288 bytes, missing uncompressed size
24188686  	0x171170E 	LZMA compressed data, properties: 0x5D, dictionary size: 524288 bytes, missing uncompressed size
24385792  	0x1741900 	JPEG image data, JFIF standard  1.01
24430848  	0x174C900 	JPEG image data, EXIF standard
24430860  	0x174C90C 	TIFF image data, big-endian
24455424  	0x1752900 	JPEG image data, JFIF standard  1.02
24459520  	0x1753900 	JPEG image data, JFIF standard  1.02
24461568  	0x1754100 	JPEG image data, JFIF standard  1.02
24639694  	0x177F8CE 	LZMA compressed data, properties: 0x5D, dictionary size: 65536 bytes, missing uncompressed size
24749464  	0x179A598 	Copyright string: " 2011 Canonical Ltd.  Licensed under the Ubuntu Font Licence 1.under the Ubuntu Font Licence 1.0Dalton Maag LtdDaltonMaagLtd: "
24856006  	0x17B45C6 	Certificate in DER format (x509 v3),
24857376  	0x17B4B20 	Certificate in DER format (x509 v3),
24858404  	0x17B4F24 	Certificate in DER format (x509 v3),
24859654  	0x17B5406 	Certificate in DER format (x509 v3),
26169600  	0x18F5100 	PC bitmap, Windows 3.x format, 44 x 28 x 1
26171648  	0x18F5900 	PC bitmap, Windows 3.x format, 58 x 11 x 1
26173696  	0x18F6100 	PC bitmap, Windows 3.x format, 58 x 11 x 1
26175744  	0x18F6900 	PC bitmap, Windows 3.x format, 52 x 13 x 1
26177792  	0x18F7100 	PC bitmap, Windows 3.x format, 52 x 13 x 1
26179840  	0x18F7900 	PC bitmap, Windows 3.x format, 54 x 14 x 1
26181888  	0x18F8100 	PC bitmap, Windows 3.x format, 35 x 13 x 1
26183936  	0x18F8900 	PC bitmap, Windows 3.x format, 60 x 75 x 1
26185984  	0x18F9100 	PC bitmap, Windows 3.x format, 60 x 75 x 1
26188032  	0x18F9900 	PC bitmap, Windows 3.x format, 56 x 38 x 1
26190080  	0x18FA100 	PC bitmap, Windows 3.x format, 56 x 20 x 1
26192128  	0x18FA900 	PC bitmap, Windows 3.x format, 56 x 20 x 1
26194176  	0x18FB100 	PC bitmap, Windows 3.x format, 60 x 75 x 1
26196224  	0x18FB900 	PC bitmap, Windows 3.x format, 60 x 75 x 1
26198272  	0x18FC100 	PC bitmap, Windows 3.x format, 60 x 75 x 1
26200320  	0x18FC900 	PC bitmap, Windows 3.x format, 23 x 7 x 1
26202368  	0x18FD100 	PC bitmap, Windows 3.x format, 60 x 75 x 1
26204416  	0x18FD900 	PC bitmap, Windows 3.x format, 35 x 13 x 1
26206464  	0x18FE100 	PC bitmap, Windows 3.x format, 35 x 13 x 1
26208512  	0x18FE900 	PC bitmap, Windows 3.x format, 42 x 44 x 1
26210560  	0x18FF100 	PC bitmap, Windows 3.x format, 52 x 24 x 1
26868868  	0x199FC84 	LZMA compressed data, properties: 0x5D, dictionary size: 1048576 bytes, missing uncompressed size
27786416  	0x1A7FCB0 	LZMA compressed data, properties: 0x48, dictionary size: 262144 bytes, uncompressed size: 618400344 bytes
29341964  	0x1BFB90C 	LZMA compressed data, properties: 0x5D, dictionary size: 16777216 bytes, missing uncompressed size
29359900  	0x1BFFF1C 	LZMA compressed data, properties: 0x5D, dictionary size: 16777216 bytes, missing uncompressed size
31464728  	0x1E01D18 	ELF 32-bit LSB executable, ARM, version 1 (SYSV)
31542264  	0x1E14BF8 	ELF 32-bit LSB executable, ARM, version 1 (SYSV)
31546384  	0x1E15C10 	LZMA compressed data, properties: 0x9A, dictionary size: 16777216 bytes, uncompressed size: 2097152 bytes
31550528  	0x1E16C40 	LZMA compressed data, properties: 0x9A, dictionary size: 33554432 bytes, uncompressed size: 2097152 bytes
31550781  	0x1E16D3D 	Certificate in DER format (x509 v3),
31556949  	0x1E18555 	Certificate in DER format (x509 v3),
31581297  	0x1E1E471 	Certificate in DER format (x509 v3),
31626509  	0x1E2950D 	Certificate in DER format (x509 v3),
31627457  	0x1E298C1 	Certificate in DER format (x509 v3),
31670274  	0x1E34002 	Copyright string: " (c) 2000-2011 Simon Kelleyc/dnsmasq.conf"
31690888  	0x1E39088 	ELF 32-bit LSB executable, ARM, version 1 (SYSV)
31695008  	0x1E3A0A0 	LZMA compressed data, properties: 0xA3, dictionary size: 16777216 bytes, uncompressed size: 2097152 bytes
31699152  	0x1E3B0D0 	LZMA compressed data, properties: 0xA3, dictionary size: 33554432 bytes, uncompressed size: 2097152 bytes
